Id,Reputation,CreationDate,DisplayName,LastAccessDate,WebsiteUrl,Location,Age,AboutMe,Views,UpVotes,DownVotes
422,103,2011-12-21 17:49:19.010,Tim Post,2014-09-07 10:28:35.320,http://alertfalse.com,"Mandaluyong, Philippines",39,"<p>I'm a <a href=""http://meta.stackexchange.com/questions/99338/who-are-the-community-managers-and-what-do-they-do"">community manager</a> and chief [<em>bad</em>] pun officer for Stack Exchange, following two years of service as a <a href=""http://stackoverflow.com/election/1"">community elected moderator</a> on Stack Overflow. Beyond that, I'm:</p>  <ul> <li>A husband and dad</li> <li>A competent programmer</li> <li>A world traveler</li> <li>Not a teapot, and I have proof!</li> </ul>  <p>If you need to reach me, it's tpost shift-2 stackoverflow, but please <a href=""http://stackoverflow.com/contact"">use this form</a> for <a href=""http://stackoverflow.com/help"">common support needs</a>. Note, I do <strong><em>not</em></strong> use services such as Linkedin, please don't try to add me there, it just creates noise. </p>  <p><a href=""http://twitter.com/tinkertim"" rel=""nofollow"">@tinkertim</a></p>",8,5,0
423,101,2011-12-21 17:52:18.590,Sklivvz,2014-09-10 15:01:18.887,http://sklivvz.com,"London, United Kingdom",43,"<p><strong><a href=""http://blog.stackoverflow.com/2013/04/get-to-know-the-new-stack-employees/"">Stack Overflow Valued Associate</a></strong></p>  <ul> <li>Contributor since September 15<sup>th</sup> 2008</li> <li>Skeptics Moderator from February 2011 to March 2013</li> <li>Core dev since March 2013</li> </ul>  <p>You can find me on</p>  <ul> <li><a href=""http://sklivvz.com"" rel=""nofollow"">Personal site</a> (served out of my home broadband)</li> <li>Twitter <a href=""http://twitter.com/sklivvz"" rel=""nofollow"">@sklivvz</a></li> <li><a href=""http://careers.stackoverflow.com/marco-cecconi"">Careers 2.0</a></li> </ul>  <p>Some code of mine, mostly old :-)</p>  <ul> <li><a href=""https://code.google.com/p/sixpack-library/"" rel=""nofollow"">https://code.google.com/p/sixpack-library/</a></li> <li><a href=""https://github.com/sklivvz"" rel=""nofollow"">https://github.com/sklivvz</a></li> <li><a href=""https://bitbucket.org/sklivvz"" rel=""nofollow"">https://bitbucket.org/sklivvz</a></li> </ul>",1,0,0
424,1,2011-12-21 19:34:19.057,Jack Stewart,2011-12-21 19:34:19.057,NULL,NULL,NULL,NULL,0,0,0
425,106,2011-12-21 21:07:33.497,NickAldwin,2013-11-02 20:03:21.777,http://nick.aldwin.us,NULL,NULL,,0,0,0
426,101,2011-12-21 23:27:46.440,Mikey,2012-01-09 09:12:33.637,NULL,NULL,NULL,<p>I am learning Grails.  It is awesome.</p>,2,0,0
427,101,2011-12-22 00:55:22.517,Dori,2011-12-22 01:22:15.983,http://www.dori.com,"Healdsburg, CA",53,"<h3>Current status: looking for employment. Got something? Let's talk.</h3>  <p><strong><a href=""http://www.dori.com"" rel=""nofollow"">Dori Smith</a></strong> is the best-selling co-author of <em><a href=""http://www.javascriptworld.com"" rel=""nofollow"">JavaScript: Visual QuickStart Guide, 9<sup>th</sup> edition</a></em>; <em><a href=""http://www.dreamweaverbook.com"" rel=""nofollow"">Dreamweaver: Visual QuickStart Guide</a></em>; <em>Styling Web Pages with CSS: Visual QuickProject Guide</em>; and <em><a href=""http://www.macosxunwired.com"" rel=""nofollow"">Mac OS X Unwired</a></em>. She also created the videos <em>JavaScript Essential Training</em> and <em>Ajax Essential Training</em> for <a href=""http://www.lynda.com"" rel=""nofollow"">Lynda.com</a>, wrote <em>Java 2: Visual QuickStart Guide</em> and contributes to numerous online and print computer industry magazines. A frequent speaker at industry conferences, she was a founding member of the <a href=""http://www.webstandards.org"" rel=""nofollow"">Web Standards Project</a> and is Publisher and ListMom for the <a href=""http://www.wise-women.org"" rel=""nofollow"">Wise-Women's Web community</a>. She co-founded and contributes to the long-running <a href=""http://www.backupbrain.com"" rel=""nofollow"">Backup Brain weblog</a>. </p>  <p>She can also be found at:</p>  <blockquote>   <p><img src=""https://s2.googleusercontent.com/s2/favicons?domain=twitter.com"" alt=""Twitter logo""> <a href=""http://twitter.com/dori"" rel=""nofollow"">Twitter</a><br>   <img src=""https://s2.googleusercontent.com/s2/favicons?domain=linkedin.com"" alt=""LinkedIn logo""> <a href=""http://www.linkedin.com/in/dorismith"" rel=""nofollow"">LinkedIn</a><br>   <img src=""https://s2.googleusercontent.com/s2/favicons?domain=plus.google.com"" alt=""G+ logo""> <a href=""https://plus.google.com/117004257332029851484/"" rel=""nofollow"">Google+</a><br>   <img src=""https://s2.googleusercontent.com/s2/favicons?domain=github.com"" alt=""GitHub logo""> <a href=""http://github.com/dori"" rel=""nofollow"">Github</a><br>   <img src=""https://s2.googleusercontent.com/s2/favicons?domain=www.facebook.com"" alt=""Facebook logo""> <a href=""http://www.facebook.com/dorismith"" rel=""nofollow"">Facebook</a> (personal)<br>   <img src=""https://s2.googleusercontent.com/s2/favicons?domain=www.facebook.com"" alt=""Facebook logo""> <a href=""http://www.facebook.com/TheDoriSmith"" rel=""nofollow"">Facebook</a> (professional)<br></p> </blockquote>  <p><a href=""http://stackexchange.com/users/6489/dori""><img src=""http://stackexchange.com/users/flair/6489.png"" alt=""Flair""></a></p>",0,0,0
428,1,2011-12-22 06:01:56.947,thetitan,2013-09-24 14:33:37.670,http://www.alexandartzanov.com/,"Palos Park, IL",33,<p>Veni Vidi Vici</p>,0,0,0
429,101,2011-12-22 06:54:59.417,Steve D,2014-01-17 19:32:46.113,http://www.math.sunysb.edu/~sdalton/,"Stony Brook, NY",31,<p>Professional book-reader.</p>,4,10,0
430,2235,2011-12-22 09:32:08.320,AidanO,2014-09-12 15:52:15.993,NULL,NULL,NULL,NULL,19,298,9
431,101,2011-12-22 11:57:15.773,sabiland,2012-02-21 11:36:26.263,NULL,NULL,NULL,NULL,0,1,0
432,101,2011-12-22 12:27:16.970,genesis,2012-04-01 08:53:47.997,NULL,Czech Republic,18,<p>I'm now gone. Bye everyone.</p>,0,0,0
433,101,2011-12-22 16:45:18.523,BlueRaja - Danny Pflughoeft,2014-06-04 17:20:36.343,http://www.blueraja.com/blog,NULL,NULL,NULL,17,16,0
434,101,2011-12-22 16:53:22.733,Guerrero,2013-10-25 19:58:13.083,NULL,NULL,NULL,NULL,0,1,0
435,258,2011-12-22 17:43:27.087,Rich,2012-08-11 22:15:48.767,NULL,France,38,NULL,2,1,0
436,101,2011-12-22 22:48:40.633,Joseph Weissman,2014-07-09 17:47:55.987,http://ontology.io,"Atlanta, GA",28,"<p>Hi! I'm Joseph. </p>  <p>I am a computer programmer (my <a href=""https://github.com/jweissman"" rel=""nofollow"">Github</a>) and thinker/writer (my working group's <a href=""http://ontology.io/"" rel=""nofollow"">blog</a>.) </p>  <p>I'm also one of the friendly neighborhood moderators <em>pro tempore</em> at <a href=""http://philosophy.stackexchange.com/"">Philosophy StackExchange</a>. </p>  <p><strong>Education:</strong> I graduated from Georgia College and State University in 2008 with a B.S. Degree in Computer Science. I took upper-level classes in both philosophy and mathematics, becoming so interested in the study of philosophy that I ended up taking a sufficient upper-level philosophy hours to satisfy the coursework requirements (if I had taken a bit more foreign languages and written up a thesis, I would have qualified for a B.A. in Philosophy also.)</p>  <p><strong>Work:</strong> I'm a <a href=""http://www.thoughtworks.com"" rel=""nofollow"">ThoughtWorker</a>. I sometimes speak at <a href=""http://atlanta.coderfaire.com/"" rel=""nofollow"">conferences</a>. I'm also a reader for a philosophy publishing house, <a href=""http://univocalpublishing.com/"" rel=""nofollow"">Univocal</a>.</p>  <p><strong>Play:</strong> I love moving -- walking, running, working out. I also love books and music (listening and writing -- I play guitar and am trying to learn piano.)</p>",0,14,0
437,101,2011-12-23 04:03:42.963,adambox,2011-12-23 04:03:42.963,http://www.adambox.org/,"Brooklyn, NY",32,"<p>I write really bad php for my personal site and did previously for www.mycelery.com. Now I do some C# .NET for my current job at a certain small software company in Manhattan that may or may not have been founded by one of the guys who founded stackoverflow. In my personal time, I beat the crap out of my Macs and generally go out, drink &amp; eat a lot and watch lots of movies &amp; tv.</p>",0,0,0
438,101,2011-12-23 14:58:55.960,Michael Slone,2011-12-24 23:25:06.127,NULL,Earth,NULL,NULL,0,0,0
439,1,2011-12-23 15:57:56.767,Ulirose,2011-12-23 19:22:13.967,NULL,"Istanbul, Turkey",26,<p>Studying MSc in Molecular Biology and Genetics</p>,0,0,0
440,567,2011-12-23 23:26:41.160,Nick T,2014-09-12 15:12:56.487,http://None,"Chicago, IL",28,"<p><a href=""http://pbfcomics.com/251/"" rel=""nofollow""><img src=""http://pbfcomics.com/archive_b/PBF251-Evolving_to_Fly.jpg"" width=""425"" height=""122""/></a></p>  <p>Graduate student at Northwestern University studying bio sciences and <em>BIGG DATAAAAA</em>; still know my electrical engineering though.</p>  <ul> <li>Learning: <ul> <li>Python (+ <code>wx</code>Python, PIL <code>Image</code>, others),</li> <li>PowerShell</li> <li>Java (on Android platform)</li> </ul></li> <li>Know C on embedded well (what's a file?  stream? <code>:P</code>)</li> <li>Used to know HTML (sort-of now), CSS (less-so...), JScript (no.)  At least I was able to forget most of this stuff just in time for AJAX to become useful.  (Because it's totally different from DHTML...)</li> </ul>  <p>I like stout, esp. oatmeal stout.  Gin and tonic if we're talking mixed drinks.  Also like Portal (hell, all Valve games), and would kill a bus full of baby nuns with fire if Gabe would release Half-Life 3 already.</p>",12,5,1
442,101,2011-12-24 20:15:33.087,vonPetrushev,2014-08-19 16:45:31.753,http://bpetrushev.appspot.com,Macedonia,31,"<p>Software engineer @ Data Analytix, Skopje, Macedonia. My opinions does not reflect my company's policy in any matter. For my programming blog, visit <a href=""http://bpetrushev.appspot.com"" rel=""nofollow"">http://bpetrushev.appspot.com</a>. </p>  <ul> <li><a href=""https://github.com/petrushev/nlmk"" rel=""nofollow"">nlmk</a> - library for Natural Language Processing in Macedonian.</li> <li><a href=""https://github.com/petrushev/txwebbi"" rel=""nofollow"">txwebbi</a> - web microframework using <code>twisted</code>, <code>jinja2</code> templates and <code>werkzeug</code> routing</li> <li><a href=""https://github.com/petrushev/txcrawl"" rel=""nofollow"">txcrawl</a> - microcrawler written in <code>twisted</code></li> <li><a href=""https://github.com/petrushev/zerospider"" rel=""nofollow"">zerospider</a> - parallel crawler using <code>zeromq</code></li> </ul>",0,9,0
443,1,2011-12-25 02:15:44.967,Drathak,2011-12-30 04:42:52.520,NULL,NULL,NULL,NULL,0,0,0
444,1,2011-12-25 10:31:34.530,Argi,2011-12-25 12:48:30.903,NULL,"Spilaion, Greece",27,NULL,1,0,0
445,101,2011-12-25 13:01:07.250,Otavio Macedo,2014-02-14 11:39:14.143,http://betareduction.wordpress.com,"São Paulo, Brazil",32,"<p>I am a software developer, who also happens to have a great many other interests in life. One of them is linguistics (and languages in general). My native language is Portuguese and, at the moment, I'm commited to the <a href=""http://area51.stackexchange.com/proposals/26339/portuguese-language-usage?referrer=E4RbYe4JA1r7Xdj2Jldccw2"">Portuguese Language &amp; Usage</a> proposal. If you love that language and admire its tradition as much as I do, please commit to it and be part of a great lusophone community!</p>",0,5,0
446,393,2011-12-25 15:11:19.027,TCSGrad,2014-09-09 14:56:44.353,NULL,NULL,NULL,NULL,6,51,0
447,151,2011-12-25 16:42:23.693,Ionut,2014-06-02 19:34:24.410,NULL,NULL,23,NULL,9,5,0
448,101,2011-12-25 17:31:08.450,Scott McIntyre,2014-06-02 07:40:14.993,NULL,NULL,NULL,"<p>I  have a degree in three programming languages. C/C++, Visual Basic and Java.</p>",0,0,0
449,1,2011-12-26 05:56:23.217,ahmedaak88,2011-12-26 06:12:00.637,NULL,NULL,NULL,NULL,0,0,0
451,101,2011-12-26 16:02:03.567,Gurzo,2014-01-28 14:31:10.917,NULL,"Milan, Italy",27,<p>..</p>,0,0,0
452,1886,2011-12-26 21:04:52.227,Jacob G,2014-08-05 11:37:11.917,NULL,NULL,NULL,NULL,19,23,2
453,158,2011-12-27 01:13:22.423,isync,2012-02-02 16:25:41.600,NULL,NULL,NULL,NULL,11,3,0
454,277,2011-12-27 07:44:31.663,dmckee,2014-08-10 22:40:20.040,http://inspirehep.net/search?p=FIND+AU+D+MCKEE+AND+NOT+AU+B.+D.+MCKEE,Duchy of Grand Fenwick,43,"<p>Experimental nuclear and particle physicist. These days I'm teaching, but I've spent a lot of time on nucleon structure in fixed target electron scattering and neutrino oscillations using reactors and beam sources.</p>",21,36,2
455,1,2011-12-27 07:56:55.663,Quasar,2011-12-27 07:56:55.663,NULL,NULL,NULL,NULL,0,0,0
456,101,2011-12-27 08:14:04.380,eeerahul,2012-06-06 06:10:42.190,NULL,"Bangalore, India",33,"<p>Software Professional: C++, ClearCase, Perl. Navigation Systems, Windows Applications; learning VoIP.</p>",1,1,0
457,101,2011-12-27 09:52:09.800,anatoliiG,2013-12-17 10:53:26.640,NULL,Ukraine,NULL,NULL,1,0,0
458,1,2011-12-27 12:58:25.660,radekc,2011-12-27 12:58:25.660,http://idonthaveyet,Poland,26,<p>I love programming!</p>,1,0,0
460,101,2011-12-27 14:01:21.613,TGM,2014-03-14 14:11:16.130,NULL,NULL,NULL,NULL,2,0,0
461,449,2011-12-27 15:09:18.367,poepje,2014-08-02 21:55:41.727,,NULL,NULL,,24,21,9
462,101,2011-12-27 17:32:00.193,Lea Cohen,2011-12-28 10:04:29.173,http://leketshibolim.ort.org.il,Israel,40,"<p>Web developer, both server-side and client-side. Started my web career with ASP.NET and now also write in PHP (mainly Wordpress, some Moodle).</p>",0,1,0
463,101,2011-12-27 18:53:47.897,Chris Smith,2011-12-31 20:43:11.023,http://blog.aChrisSmith.com/,"Seattle, WA",32,"<p>Author of ""Programming F#"" by O'Reilly.</p>  <p>I used to work at Microsoft on the F# team. Now I kick it old school at Google.</p>",0,2,0
464,101,2011-12-27 23:28:15.667,Danko Durbić,2014-09-02 15:43:57.150,NULL,"Gothenburg, Sweden",37,NULL,2,4,0
465,1,2011-12-28 00:53:28.417,Dirt,2011-12-28 03:11:14.790,http://google.com,Zihuatanejo,20,"<p>Bass player, cake decorator, hardcore gamer.</p>",1,0,0
466,101,2011-12-28 16:05:10.663,Charlie,2011-12-28 16:05:10.663,http://bit.ly/Xm0uhg,"Lawrence, KS",30,"<p>Code Monkey, Domo Manic, Rabid Idealist, Cake Eater, Chocoholic Dorkface. This Dude Abides. Opinions are mine alone. Share them at your own risk.</p>",1,0,0
467,101,2011-12-28 18:44:29.160,Tuva,2011-12-28 18:59:58.450,NULL,"New York, United States",NULL,<p>Goals as a StackExchange member:  </p>  <ul> <li>Make constructive comments</li> <li>Always provide explanations for downvotes </li> <li>Change my votes if the author's changes are satisfactory or if I made an error</li> <li>Be humble and unassuming</li> </ul>,0,1,0
468,101,2011-12-28 22:17:30.210,James Woolfenden,2014-04-17 10:23:08.267,http://www.linkedin.com/pub/james-woolfenden/2/407/a92,United Kingdom,42,"<p>I'm a freelancer working in the build/release/devops field on a number of large website applications  and or in major enterprises.  Usually its C# projects using Teamcity and MSBuild/Powershell and getting to Continuous deployment. Or just about anything else to get there.  However you can be sure that Id much rather be Cycling, Skiing or Surfing and/or playing with all or any of my kids.</p>",1,2,0
469,123,2011-12-28 23:33:08.533,Saad Farooq,2014-08-05 02:02:46.710,http://saa.dfarooq.com,"Medford, MA",32,"<p>Looking to start a Phd in CS from TUFTS University starting in the fall.</p>  <p>Working with Android and AppEngine mostly. Have a couple of libraries up on my <a href=""https://github.com/sfarooq/"" rel=""nofollow"" title=""here"">GitHub</a> account as well.</p>  <p>Game for freelance projects to supplement my research stipends :-)</p>",0,1,0
470,101,2011-12-29 08:55:21.137,prusswan,2014-01-03 02:18:11.237,https://github.com/prusswan,NULL,29,NULL,0,0,0
471,101,2011-12-29 09:52:58.993,JackAce,2011-12-29 09:52:58.993,http://www.flickr.com/photos/jackace,"San Francisco, CA",34,"<p>I write a program.</p> <p><a href=""http://twitter.com/jackace"">@jackace</a></p>",1,0,0
472,1,2011-12-29 16:17:27.423,Noob,2011-12-29 16:17:27.423,http://stackoverflow.com/users/570981/noob,India,29,"<p>Jack of all trade, trying to master a few!</p>",1,0,0
473,101,2011-12-29 16:57:11.727,bobble14988,2011-12-29 16:57:11.727,http://www.bobbleworks.co.uk,"London, United Kingdom",26,<p>Third year university student who recently obtained a summer internship as a Software Engineer.</p>,0,0,0
474,131,2011-12-29 17:33:47.437,nbeyer,2011-12-29 17:33:47.437,http://www.twodividedbyzero.net/,"Kansas City, MO",37,Hacker,1,0,0
475,101,2011-12-30 02:05:33.243,freiheit,2014-08-04 19:51:15.910,http://eric.eisenhart.name/,"Santa Rosa, CA",NULL,"<p>When I'm not bicycling, I'm a Linux <a href=""http://en.wikipedia.org/wiki/System_administrator"" rel=""nofollow"">SysAdmin</a>. I'm on the board of my <a href=""http://www.bikesonoma.org"" rel=""nofollow"">local bicycle advocacy group</a>.</p>  <p>Bikes are my primary transportation. A 2009 <a href=""http://www.surlybikes.com/bikes/long_haul_trucker_complete/"" rel=""nofollow"">Surly Long Haul Trucker</a>, <a href=""http://bicycles.blogoverflow.com/files/2011/10/Fondo-Setup-My-Bike.jpg"">set up as a commuter</a> and a <a href=""http://www.trekbikes.com/us/en/bikes/road/cyclocross/ion_cx/ion_cx/"" rel=""nofollow"">2012 Trek Ion CX</a>. I also take the bus, but do not own a car.</p>  <p><a href=""http://stackexchange.com/users/29dbf043488c450aaaa5e644ef72de2a""> <img src=""http://stackexchange.com/users/flair/29dbf043488c450aaaa5e644ef72de2a.png"" width=""208"" height=""58"" alt=""profile for freiheit on Stack Exchange"" title=""profile for freiheit on Stack Exchange""> </a></p>  <p><a href=""http://twitter.com/freiheit"" rel=""nofollow"">@freiheit</a>, <a href=""https://plus.google.com/112867404905233224349/"" rel=""nofollow"">Google+</a>, <a href=""http://www.facebook.com/eric.eisenhart"" rel=""nofollow"">Facebook</a>, <a href=""http://www.linkedin.com/in/freiheit"" rel=""nofollow"">LinkedIn</a></p>",1,0,0
